baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ymr050c	2043.14017640039	2.35051983693239	0.108789870170414	21.6060542516542	1.57550948846189e-103	1.74525793012198e-101
ygr087c	97.9307005485854	-2.8688903546754	0.132969231982743	-21.5755954358503	3.04534563243674e-103	3.31991012755167e-101
ydr261w-b	586.698991878225	1.28005543781775	0.0604107624214555	21.1891952114003	1.20133040704432e-99	1.28917769305944e-97
yor343w-b	619.107719259771	1.30328934866847	0.0626406449852548	20.8058098535744	3.83429876844319e-96	4.0513790679489e-94
ydr034c-d	709.666095410068	1.32892100241345	0.0639833423217553	20.769796546899	8.12014976401715e-96	8.44987705746512e-94
ycl019w	590.29811622348	1.35904495897735	0.0657885218345607	20.6577822556183	8.30939460492259e-95	8.51774957412065e-93
ypl057c	1300.87820554618	1.19836419433805	0.0581211625373196	20.6183796404378	1.87741603417553e-94	1.89619019451729e-92
ygr035c	485.482689023363	3.78760583343449	0.186429037028837	20.3166089027678	9.16958141005431e-92	9.12705581510913e-90
yol130w	1245.67763703726	1.14697795607274	0.05655450201112	20.2809310538569	1.89510112192204e-91	1.85936492933722e-89
ygr051c	241.477217014258	-2.67433240224924	0.132079969045878	-20.2478272940867	3.71257264845123e-91	3.59126041543141e-89
yml122c	63.8503101095573	-3.0716467364059	0.153030596497023	-20.0721084980262	1.29396879096828e-89	1.23430245227363e-87
ycl064c	3012.50323576577	1.36006277035878	0.0677838491325346	20.0647025473504	1.50186388093686e-89	1.41298645674991e-87
ydr281c	91.4952627457028	3.78519397962188	0.189490401219462	19.9756502454074	8.97080959948976e-89	8.3258811255805e-87
ypr124w	1910.2531625343	1.33846362519264	0.0675970403007997	19.800624690617	2.94025009770509e-87	2.69248502280514e-85
ydr098c-b	1510.65185135722	2.26920712819508	0.115304590389843	19.6801109177262	3.1930282940476e-86	2.88548925309459e-84
ydr210w-b	673.61592413976	1.2941902945362	0.0661888188949691	19.5530048147539	3.88924562568201e-85	3.46900505937455e-83
ymr006c	1174.60425009658	1.70627581138309	0.0873749317105497	19.5282076675669	6.32195784675128e-85	5.56656493480613e-83
ypl095c	621.205057278933	1.92501409928733	0.0986164265277848	19.5202175445382	7.39228529768795e-85	6.4266095474077e-83
yor306c	868.718334141198	1.30295251210985	0.0669295298160528	19.4675282448696	2.0702288803324e-84	1.77729149376537e-82
yor153w	6557.54891975447	2.51926550635607	0.129977436984029	19.38232946281	1.08808304438606e-83	9.22586956647341e-82
yhr136c	394.431593682069	4.11758088417364	0.213811605716803	19.2579858814	1.20994138866911e-82	1.01339968992432e-80
ymr272c	1331.13008511152	1.35540468708334	0.0707172943087	19.1665235545726	7.04631383593559e-82	5.83061246086815e-80
yjl077c	269.09634597022	-2.07096462257185	0.108093851651474	-19.1589492920397	8.15019091709278e-82	6.66375133554681e-80
ydr399w	1585.52639278994	1.84736164084405	0.0969272142864503	19.0592668369125	5.50406758344836e-81	4.44728660742627e-79
ybl100w-b	445.867007024346	1.21943036731202	0.0641834925437158	18.9991276414486	1.7340263019722e-80	1.38480146999361e-78
ygr161w-b	720.863619785749	1.33728161047568	0.0714127202554059	18.726098175408	3.03350776491005e-78	2.39472773901175e-76
ypr064w	80.7166511003119	-2.51996318475719	0.135017131208352	-18.6640255366447	9.71307569871559e-78	7.58061407940667e-76
ydr077w	30478.4051969543	3.45652606489937	0.185696490610463	18.6138470012885	2.48144058937612e-77	1.91489145706014e-75
ynl160w	1079.43219434972	2.35479862119055	0.126774280976585	18.5747345837874	5.14589036211522e-77	3.92688611188971e-75
ygl028c	845.220559169532	1.71194080099024	0.0933625659179567	18.336479767433	4.23337944265875e-75	3.19503846287696e-73
yjl117w	1361.6806435479	0.716580277163099	0.039469953668584	18.1550828050112	1.17051380298517e-73	8.73813999880672e-72
yor376w	49.2061393140878	-3.65979845518506	0.202698769216861	-18.0553560799847	7.1598721477892e-73	5.28752708720605e-71
yil169c	1519.7747950226	2.4691911018707	0.136941848831281	18.0309461493605	1.11369551276203e-72	8.13708593792511e-71
ylr112w	135.552086179653	-1.50095723518531	0.0833802333835614	-18.0013556484147	1.90108196989014e-72	1.37438220728479e-70
yhl047c	1451.77923403579	1.68161005185088	0.0945820936465302	17.7793701430986	1.02120790931525e-70	7.30589158455955e-69
ylr111w	64.3557993840639	-3.12138554035205	0.176402747891828	-17.6946537265175	4.61055670811688e-70	3.26446427539657e-68
ybl044w	74.4402470823021	-3.28345786978984	0.189736139172399	-17.3053899173442	4.28371249884422e-67	3.00209565735328e-65
yfr015c	4734.75875948494	2.71254438703047	0.157198718337178	17.2555121041909	1.01715896421419e-66	7.0564118850738e-65
ymr056c	461.742210759529	-2.19029437486414	0.127138840740843	-17.2275786227183	1.64911570088804e-66	1.1326126633699e-64
ycr025c	82.1938318618576	-2.55423269494155	0.148708471826742	-17.1761074777061	4.00927354005014e-66	2.72630600723409e-64
ygr177c	203.798082877811	1.76920948953868	0.103379487467068	17.1137382558824	1.17228389969633e-65	7.89337825795531e-64
ygl162w	523.277629377883	1.54283168836474	0.0904994912016698	17.0479598048422	3.61948134846204e-65	2.41345610691624e-63
yer037w	407.81478709381	1.84110762529147	0.10809815587433	17.0318134513956	4.77027482688928e-65	3.15021610683419e-63
yil011w	338.523956094433	1.65428767793715	0.0974049514666987	16.9836096936276	1.08596544257033e-64	7.10324824721238e-63
yml035c	875.975902504784	0.827670011423331	0.0491542712137995	16.8382114307692	1.28048660932686e-63	8.29658682344989e-62
ydl241w	232.766385972217	1.87546244885549	0.112592092203561	16.6571418307491	2.68555163583768e-62	1.72377276961992e-60
ybr093c	1084.22882531351	1.96195022714526	0.118011378587334	16.6250937039374	4.58648982117219e-62	2.91666778627876e-60
ylr417w	680.624650418083	-0.74066538893743	0.0446566660431789	-16.585774410953	8.83198596437507e-62	5.56496143149798e-60
ynl134c	1368.65122260369	1.1751056274615	0.0713986530294674	16.4583724986592	7.30379533452921e-61	4.56022421432242e-59
yil015w	405.383736739388	0.991447132104378	0.0609524525851449	16.2659103949824	1.72287188891305e-59	1.06600757955449e-57
yjl016w	487.869388892993	0.939567120016937	0.0579099445520491	16.2246247563311	3.37775517580248e-59	2.07128772744745e-57
ybr070c	377.545707690466	-1.65930061935154	0.102816555364216	-16.1384576002732	1.36920290917211e-58	8.32184564618943e-57
ynl332w	55.4480902197125	-2.42711998103452	0.151235306675668	-16.0486333144389	5.84367038046336e-58	3.5205551028967e-56
yfl068w	400.722110236566	-0.861151596791177	0.0536645806024592	-16.0469268020649	6.00654887817062e-58	3.58721545176312e-56
ynl300w	780.462731534335	1.5302666812326	0.0963878184658216	15.8761418775674	9.27082324720879e-57	5.4889667294681e-55
ylr214w	1590.47693694574	1.31447445984308	0.0829097418240907	15.8542823909884	1.31319036643369e-56	7.70853968945864e-55
ybr068c	3892.90908596652	0.839687585728311	0.0532614155588555	15.7654012180812	5.38293975048275e-56	3.13305340731487e-54
yjr078w	110.321321180723	-1.75643904561269	0.112166498630755	-15.6592125728626	2.87433918061591e-55	1.65890432709833e-53
ydl039c	1997.95436388591	3.25238991686333	0.208020169641572	15.6349738704056	4.20647379365073e-55	2.40750516789944e-53
ypl062w	45.8783030143394	-2.40507593402035	0.158918542498535	-15.1340170643871	9.66134446273227e-52	5.48381105537564e-50
yil119c	378.808727378257	2.70243093717947	0.179292824849601	15.0727221763972	2.44814503749547e-51	1.37818525553434e-49
ydl037c	234.406295259395	3.95759477085205	0.263598763163002	15.0137076644961	5.97143740983324e-51	3.33429529518168e-49
yjl082w	1598.57122123976	1.18876631355771	0.0795122401843516	14.9507335072124	1.54043048819778e-50	8.53199725237287e-49
yal061w	1280.98519785549	1.86642598825952	0.12563677645544	14.8557296749927	6.38687185749101e-50	3.50920287337986e-48
ymr244w	77.4560059940694	-2.11421473108499	0.143757461296495	-14.7068173854607	5.82848493701121e-49	3.17698686884072e-47
yjr150c	60.3476287783307	2.9528996215993	0.201223525663294	14.6747236033443	9.35961644885324e-49	5.06156265911213e-47
ydr055w	1492.20138392429	1.89663454445056	0.129549548156587	14.640225083287	1.55552424233943e-48	8.34635976280251e-47
yfr030w	718.820714626744	-1.26444968512671	0.0867264363978046	-14.5797491243249	3.77902885187613e-48	2.01196667865777e-46
ycr024c-a	1350.68012279466	1.19089740762627	0.081906914542768	14.5396443545	6.79447279766579e-48	3.58957224418221e-46
ygr050c	173.058888079592	-1.31691377754949	0.0905936293294806	-14.5364943130825	7.11439111496385e-48	3.72989604408944e-46
yor092w	496.1002820047	0.938371009860027	0.0646894237968583	14.5057871099109	1.11352786670869e-47	5.79371923375401e-46
yor100c	89.1049472113434	-1.96880795705177	0.135983853378324	-14.4782480282736	1.66281625182087e-47	8.586633095869e-46
ycr018c	227.841264612938	1.93369600179936	0.134428483053063	14.3845705752409	6.46783040309724e-47	3.31500441854267e-45
ypr015c	175.75371516894	-1.60130016348894	0.111371654793721	-14.3779866291367	7.11339604748924e-47	3.61887437438193e-45
yfl058w	50.0478414098488	-2.29716049382584	0.161587648087287	-14.216188681606	7.27063014826104e-46	3.64486772688006e-44
ylr151c	390.87738773843	-1.22573214046864	0.0862187907970784	-14.2165313284604	7.23512693981076e-46	3.64486772688006e-44
yll060c	461.234065401744	-1.40595752279383	0.0994623547392302	-14.1355744741814	2.29255478570987e-45	1.1334283344298e-43
ylr399c	1238.60468457569	0.66559827346687	0.0470868906214508	14.1355325162127	2.29392164364796e-45	1.1334283344298e-43
ygr153w	148.365900460086	-1.11665857205116	0.0795640457616643	-14.0347133100312	9.55821741013618e-45	4.6889883694868e-43
yor328w	440.332359250703	-0.867754954142916	0.0622241415796027	-13.945631584693	3.3447396568575e-44	1.62919659314165e-42
ylr312c	216.788160638338	-1.33812288426049	0.0959572715146307	-13.9449867960915	3.37510491459595e-44	1.63240989812993e-42
yol104c	48.6256796965948	2.75506700270222	0.198453545970756	13.8826796428632	8.0670730110008e-44	3.87445156919954e-42
ykl162c-a	27.5540290409808	-2.79125512045965	0.201872312831859	-13.826834801187	1.75577813976214e-43	8.37408629436553e-42
ykl037w	197.708201578566	-1.66231568630398	0.120275076792292	-13.8209488668605	1.90541550686304e-43	9.02509910423126e-42
ygr110w	148.635393349529	-1.41211741376748	0.102387655505295	-13.7918717524932	2.85261235666405e-43	1.34190011408005e-41
yjl170c	161.841411105295	-1.22536599808353	0.0890012289775025	-13.7679671636138	3.9723403640795e-43	1.85592065445565e-41
ygr180c	4494.62974619104	0.705299783230306	0.0518391805779505	13.6055349518835	3.71242056624026e-42	1.72276381411744e-40
yhl035c	854.958053816261	0.938470553715258	0.0691445410996601	13.572590674405	5.8227037443752e-42	2.68391471921939e-40
yhr128w	847.837795056694	1.22170213950749	0.090450242041506	13.5068974049497	1.4239718214748e-41	6.51989231325929e-40
ydr277c	1420.40560962523	2.11910538155822	0.157119444920327	13.48722548398	1.85968118696642e-41	8.45847045833468e-40
yer072w	2563.57692939322	1.04071509844156	0.0775053540333501	13.4276542752614	4.1639330996243e-41	1.88144029790919e-39
ymr280c	570.156163464269	-1.33957293911811	0.100006580521747	-13.3948479402994	6.48086369315231e-41	2.90918770225948e-39
ykr069w	439.593619057634	-1.09479546942055	0.081966381465707	-13.3566402449837	1.08345007963306e-40	4.83190593955835e-39
yir027c	69.3351801216508	-1.54582099137657	0.117074651622827	-13.203720617138	8.35064419559678e-40	3.70014350550701e-38
yjr147w	474.479160343236	1.51297149872608	0.114867221519183	13.1714816351975	1.28059617772881e-39	5.63790676194966e-38
ydr010c	45.6023856644018	-2.03951456914198	0.155314864723213	-13.1314834080859	2.17356543142997e-39	9.50831043507072e-38
ymr015c	487.13358004099	1.2590461338907	0.0964997516115008	13.0471437787686	6.59747524652781e-39	2.86781392361728e-37
yjr070c	1496.56625881471	1.30361284747889	0.100299604921508	12.9971882591069	1.26924628169206e-38	5.48250532242836e-37
yjr052w	470.837715238972	-0.768107523785165	0.0592874000827433	-12.9556621257328	2.18244804893653e-38	9.36815825006006e-37
ydr044w	2139.80220720958	1.72878340946273	0.133543792532077	12.9454419159728	2.49324379854347e-38	1.062196789228e-36
ypl145c	1313.83511338713	0.507214767134776	0.0391820915214361	12.9450661626188	2.50547291576785e-38	1.062196789228e-36
yol136c	945.27752671583	1.9313723842097	0.150835285920173	12.8045130317308	1.54693184329367e-37	6.51799257652819e-36
yjr010w	751.044768793215	-1.25849078533001	0.098666480960314	-12.7549981825763	2.92381598958156e-37	1.22443708636867e-35
yhl050c	734.312002557655	-0.935470428643587	0.0734706779289351	-12.7325683526212	3.89802309138853e-37	1.62252258131251e-35
ymr173w	295.782164412029	2.08995998150603	0.165237976234658	12.6481819078807	1.14493699316005e-36	4.73700437892965e-35
ymr195w	990.914758539345	1.58443264265413	0.12567200855819	12.6076813829269	1.91545591451822e-36	7.87745582090486e-35
yor318c	65.8917325748507	-1.48815555039695	0.118282648386214	-12.5813512860979	2.67416060854829e-36	1.09322232497081e-34
yhr095w	21.7141737699048	-3.20581886995869	0.255797384248122	-12.5326491487851	4.94817624951289e-36	2.01089198116299e-34
ygr161w-c	560.416050856883	-1.20475124335618	0.0965112867651852	-12.4830088141647	9.24267595325015e-36	3.73404108511306e-34
yhr007c-a	52.4895034422894	-1.53663477033974	0.123112156758839	-12.4815843601035	9.40954505179735e-36	3.77922546290902e-34
yer124c	689.226763279165	1.6104451245935	0.129065848729933	12.4777014248232	9.87977283656392e-36	3.94501626985587e-34
yor114w	118.093614028227	-1.17712216395029	0.0944719389664003	-12.4600191001578	1.23341074873911e-35	4.89656937707525e-34
yjl200c	554.866496043012	1.30894677612355	0.105081664374575	12.4564716776627	1.28950593235846e-35	5.08984295599881e-34
ynl193w	484.007421969274	-0.626980953199822	0.0504267415546849	-12.4335012310858	1.71935410965918e-35	6.74772801436527e-34
ydl227c	103.738071009474	2.14534968968124	0.172645582389802	12.4263225272538	1.8808986129587e-35	7.33977936011385e-34
ylr258w	3320.36377893462	1.94643753581445	0.156865511871458	12.4083204306211	2.35541987841697e-35	9.13956142653545e-34
ybr238c	417.615078614602	2.08595665836555	0.168308435721293	12.3936548362897	2.82852272543871e-35	1.089500828981e-33
ynl333w	210.41678186247	-1.06461469685096	0.0859021427252658	-12.3933427394918	2.83955515998251e-35	1.089500828981e-33
ycl026c-b	219.66623379522	-1.34164964524842	0.10848338362412	-12.3673285292893	3.92665040448496e-35	1.4982352765557e-33
ylr108c	476.612438578067	-1.32444278939983	0.107178357828944	-12.3573715461627	4.444527995738e-35	1.6864650980513e-33
ymr266w	1541.31700619171	0.597557605460238	0.0484766519771531	12.3267094794803	6.50492061589899e-35	2.45471399945023e-33
yol164w-a	42.6877464274452	-1.77965487911493	0.145224499798135	-12.2545085821517	1.58909708997018e-34	5.96389006224875e-33
ydl154w	93.6799892791738	1.34460523774074	0.109823633731884	12.2433140486261	1.8242865162027e-34	6.80934771373922e-33
yol002c	1108.68245707214	1.7397635115292	0.142219673073748	12.2329314498357	2.07319292006068e-34	7.69658863512255e-33
ylr213c	283.013059624853	-1.05082181886353	0.0860148889545317	-12.2167433061386	2.53018990633809e-34	9.34265821329571e-33
ydr089w	380.104317534049	1.41116851371749	0.115823329671811	12.1838019828654	3.79184390281688e-34	1.38925433888915e-32
yjl101c	1074.8516616944	0.951331063768053	0.078083140176661	12.1835656406196	3.80285113149622e-34	1.38925433888915e-32
yel040w	4112.37681022162	1.32886273636573	0.109661193029064	12.1178942127097	8.4912885260807e-34	3.08561743900118e-32
ydl244w	62.9429529645038	-1.83207837977307	0.151321258717232	-12.1072108129672	9.67276666406821e-34	3.4964506025695e-32
yfl059w	220.867950643367	-1.10941164580187	0.0916720527689376	-12.1019614189089	1.03117504116606e-33	3.70791109043377e-32
ykl051w	946.93934911274	1.14009723130799	0.0946047792305932	12.0511589433455	1.91241917470823e-33	6.84088275619589e-32
yor178c	823.710798329244	2.00519439033954	0.166640443815444	12.0330595888253	2.38168063055746e-33	8.47532775682312e-32
yll052c	68.8587164153864	2.28450409720146	0.190147718162367	12.0143650382947	2.98654824989162e-33	1.05729965877606e-31
ypr075c	1587.68255658094	-0.921124400470353	0.0767788270881457	-11.9971147698422	3.67898935253506e-33	1.29575891657491e-31
ynl279w	180.081673108432	-1.04259667777689	0.0870001038258287	-11.9838555579673	4.31765919658712e-33	1.51294302868165e-31
yol158c	1552.09295250144	1.43004543877901	0.119767651430643	11.9401643239798	7.30786763967097e-33	2.54773781468326e-31
yml133c	707.667649021706	-0.653187688393395	0.054799952038978	-11.9194937967974	9.36759622303858e-33	3.24932580100146e-31
ynr067c	906.466808717022	1.45136642025294	0.122298710521104	11.8673893949396	1.74838616961138e-32	6.03412875019645e-31
ylr136c	379.726891995562	1.6030606572905	0.135095545457967	11.8661252068394	1.7749993504375e-32	6.09534776940239e-31
ynl217w	1463.24013175811	1.57613160449528	0.132962817699312	11.8539275247582	2.05336359979065e-32	7.0161697529165e-31
ylr348c	1450.68640129271	-1.18691684952726	0.100180342409818	-11.8478018838448	2.20909549361526e-32	7.51092467829188e-31
yll061w	737.063099835046	-1.43914125268976	0.121872166984863	-11.8086129777975	3.52325431974413e-32	1.19200545162575e-30
ycl048w	46.9346056092104	-1.92006388100343	0.163202162014984	-11.7649414523512	5.91673776529511e-32	1.98225146205106e-30
yhr030c	2538.18350570861	0.976411364988391	0.0829924211255731	11.7650666379646	5.9079679663047e-32	1.98225146205106e-30
ydl070w	1512.51613990896	0.894558580558882	0.0762327626443492	11.7345685703703	8.47574019064587e-32	2.82579532181339e-30
ypl018w	112.594846826092	1.38211452458277	0.118097401480756	11.7031747291069	1.22772705956981e-31	4.0734441763891e-30
ymr319c	2633.60980750755	0.807536843799202	0.0690385073456646	11.6969047397852	1.32187608193535e-31	4.36473313977498e-30
yjr156c	98.3754383475614	-1.58775070446039	0.136129153410439	-11.6635611452986	1.95683283115157e-31	6.43039611691339e-30
ydr481c	2164.86949342944	0.728161250440665	0.0628531768970619	11.5851144904452	4.90311054917243e-31	1.60355063103411e-29
ynl148c	527.864395924497	-0.696031187657324	0.0601323557325306	-11.5749861980009	5.51801390406833e-31	1.79610044991191e-29
yll053c	107.92895876436	1.96534157375389	0.170151467776708	11.5505414054555	7.33568614466944e-31	2.37648549252782e-29
yhr092c	7454.11405758869	2.16235021434024	0.187916404365056	11.5069795085029	1.21665373315911e-30	3.92299429076843e-29
ylr157c	1275.93544908757	-1.01137350783759	0.0882530255736169	-11.4599301413632	2.09683858198506e-30	6.72948008461375e-29
ypl061w	12718.3548805478	1.35144168760841	0.118237867659265	11.4298550402056	2.96603552992227e-30	9.47475907884006e-29
yfl026w	2049.0903774144	0.902818124135123	0.0791485110328095	11.4066343428858	3.87431708960102e-30	1.23188934126758e-28
yor049c	334.901815889481	0.914733881127305	0.0802301753937304	11.4013695799397	4.11592500469185e-30	1.3026807802868e-28
ylr137w	465.496789435728	-0.923976199190348	0.0810467988537392	-11.400526760567	4.15596797171138e-30	1.30932055182173e-28
ykr039w	955.600790036221	-2.12229587883173	0.186247802380645	-11.3950116549256	4.42770754481787e-30	1.38856143460316e-28
yil046w	902.718660308821	-1.07923917097496	0.0952475663014216	-11.3308844822301	9.22682527813377e-30	2.88044709137376e-28
ydr072c	1967.11023765654	0.751119225974979	0.0664363443914393	11.3058482199054	1.22762115174685e-29	3.81506881004407e-28
ygr096w	331.472568430606	-1.09206512586109	0.0973655101658081	-11.2161393084817	3.39782386712014e-29	1.05118262699915e-27
yel066w	325.973129237183	-1.65010984420544	0.147126687702148	-11.2155712194515	3.41971313010544e-29	1.05321030392664e-27
ynr075w	136.72157186043	1.04908784328597	0.0936068785920409	11.2073798321822	3.75134199984688e-29	1.15018825245305e-27
ylr072w	1020.38805678662	-0.438119018228913	0.0391108342920336	-11.2019860010543	3.98693920800953e-29	1.21699104358264e-27
ybr158w	1545.97871439901	0.952469321623057	0.085164521204548	11.1838745542339	4.8907087912726e-29	1.4862561052416e-27
yhr219w	847.989597868672	-0.826706521459636	0.0743227692375687	-11.1231932009572	9.67461248358372e-29	2.92710301926225e-27
yml101c	424.701191336449	-1.08574236546747	0.0976796849789623	-11.115334429071	1.0565402176778e-28	3.18259570833822e-27
ydr342c	12618.7366960502	2.46004893988461	0.221920261095337	11.0852831901985	1.47881729270279e-28	4.43516033462128e-27
ynl069c	8655.68146550152	0.500559193482451	0.0453689582403383	11.0330766430823	2.64653353531036e-28	7.90277926978764e-27
ybr143c	2830.59454943271	0.631007485358684	0.0572420327904788	11.0234988975381	2.9438891911637e-28	8.75265409736462e-27
