GENE	SRR1566088	SRR1566089	SRR1566090	SRR1566091	SRR1566092	SRR1566093	SRR1566094	SRR1566095	SRR1566097	SRR1566096	SRR1566098	SRR1566099	SRR1566100	SRR1566101
ENSG00000248642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248643.5	150528	117981	165874	101553	142514	158869	79200	98710	174635	149867	147042	164064	101946	156369
ENSG00000248645.1	0	0	0	0	0	0	364	0	0	0	0	0	0	0
ENSG00000248646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248647.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248648.1	8887	6701	8400	7791	4195	9606	7367	1758	9615	7391	10022	9401	8044	11291
ENSG00000248651.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248652.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248654.1	0	0	0	33	0	0	0	0	0	0	0	0	0	0
ENSG00000248656.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248659.1	0	0	0	104	0	0	0	0	0	0	0	0	52	0
ENSG00000248660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248663.6	0	0	0	1363	0	0	0	0	0	0	0	0	0	0
ENSG00000248664.1	1901	2313	1304	6544	1336	3247	40	3764	3119	2511	6125	6838	2137	8685
ENSG00000248667.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248668.2	1650	2640	2700	3690	2563	1906	1804	2655	861	6749	3575	5641	1433	2071
ENSG00000248669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248671.7	52	777	52	1358	397	79	164	195	256	904	496	1913	529	661
ENSG00000248672.5	70186	56264	74427	124526	70592	182029	8183	36625	157071	73556	22547	58251	67855	142698
ENSG00000248673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248674.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248676.1	0	0	0	104	0	0	0	0	0	0	0	0	0	0
ENSG00000248677.1	52	0	264	419	0	0	0	0	0	0	416	0	0	0
ENSG00000248682.1	52	0	0	0	0	0	0	0	0	624	0	0	0	0
ENSG00000248684.1	156	416	728	1014	1032	1563	624	0	571	1352	513	788	447	1404
ENSG00000248685.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248686.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248687.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248690.6	0	0	0	260	92	17	25	0	0	364	0	0	52	0
ENSG00000248692.5	0	0	0	0	0	0	0	0	0	0	0	0	0	58
ENSG00000248693.1	0	52	0	758	701	0	0	0	0	728	0	0	0	0
ENSG00000248694.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248696.1	0	104	0	0	312	0	0	0	0	0	0	0	0	104
ENSG00000248697.1	2771	4130	4374	3553	8577	6705	3704	2777	4860	3058	8917	9289	2792	8527
ENSG00000248698.5	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248699.1	1638	882	1660	2074	1508	2541	607	156	1927	2130	965	1663	1195	5029
ENSG00000248701.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248702.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248703.2	0	519	0	1811	520	0	0	0	0	1811	0	156	310	1352
ENSG00000248704.1	0	0	0	0	0	0	0	0	0	42	0	0	0	0
ENSG00000248705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248708.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248709.1	0	0	0	0	208	0	0	0	0	0	0	0	0	0
ENSG00000248710.1	14807	16336	19191	62457	21363	10530	33136	17956	7927	56134	71981	50306	5584	27289
ENSG00000248711.1	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ENSG00000248712.7	1092	3552	2186	877	2053	4286	2184	1716	1976	1337	401	2186	3419	6911
ENSG00000248713.1	0	0	0	0	0	0	0	0	0	0	0	0	80	0
ENSG00000248714.6	302	104	968	156	0	52	988	0	0	217	388	460	156	1064
ENSG00000248715.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248716.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248717.1	0	55	0	0	0	0	0	0	0	0	52	0	0	0
ENSG00000248719.1	0	0	1104	156	597	0	0	0	0	0	287	0	94	156
ENSG00000248720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248722.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248724.6	590	820	641	1765	2093	1399	468	572	1536	1597	1122	336	1217	623
ENSG00000248725.3	52	0	0	0	208	416	0	0	156	0	0	0	0	208
ENSG00000248727.5	0	247	0	208	0	312	0	0	832	0	0	0	0	1116
ENSG00000248729.1	0	0	48	32	0	163	70	43	0	0	0	23	0	0
ENSG00000248730.1	0	0	0	29	0	25	21	52	0	52	25	116	0	49
ENSG00000248733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248734.2	7882	5577	2265	8460	6697	8829	2395	810	5562	9149	10384	6725	3116	5638
ENSG00000248735.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248738.6	72	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248740.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248744.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248745.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248746.5	52	52	194	1	260	156	0	0	0	119	52	0	0	520
ENSG00000248747.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248748.1	0	0	0	0	0	145	41	720	0	0	0	41	0	0
ENSG00000248749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248750.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248751.6	31697	20300	17784	11117	9182	19117	16241	3179	31635	23197	6357	23454	23172	23981
ENSG00000248752.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248753.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248757.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248758.1	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ENSG00000248761.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248762.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248763.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248765.1	0	0	0	0	0	96	0	0	0	0	0	0	0	0
ENSG00000248766.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248769.1	1296	2894	2720	364	199	3283	672	2435	2349	364	633	543	3577	1834
ENSG00000248770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248771.5	0	3	0	0	56	0	0	0	0	208	0	52	0	52
ENSG00000248772.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248773.1	0	268	104	0	231	57	0	0	0	0	427	0	520	0
ENSG00000248774.1	3805	1637	1550	11169	1680	2349	859	6343	3302	5709	9588	3061	1386	11203
ENSG00000248775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248778.1	468	257	1140	661	410	600	364	312	52	546	1040	1295	312	364
ENSG00000248779.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248780.1	12806	9025	26611	3035	24465	11639	6795	11764	17865	9915	31698	23599	21095	7305
ENSG00000248781.1	2454	1757	2638	676	1493	2645	2063	1822	2640	3115	3372	3257	1811	2650
ENSG00000248783.1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248785.1	4944	2502	3696	2658	2246	3241	916	2464	3558	5929	13815	14383	3661	6729
ENSG00000248787.1	52	52	68	151	21	0	51	0	30	455	0	0	0	319
ENSG00000248789.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248791.1	0	0	0	0	0	52	0	0	0	0	0	780	0	520
ENSG00000248792.1	104	0	0	104	95	52	156	52	52	0	52	0	104	0
ENSG00000248794.1	16747	7944	11993	22250	12018	14552	5916	10112	12629	13221	12661	12221	9231	17679
ENSG00000248795.1	3377	3474	3716	5546	3458	6319	1668	659	5405	8547	3589	6100	1253	5388
ENSG00000248796.1	0	0	0	51	0	0	0	0	0	0	0	0	0	0
ENSG00000248799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248801.6	0	0	0	0	0	0	0	1	0	0	0	104	0	0
ENSG00000248802.1	0	0	0	156	0	0	0	0	0	0	0	0	0	82
ENSG00000248803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248809.5	0	0	0	0	0	426	0	0	0	0	0	0	0	0
ENSG00000248810.1	520	840	51	208	208	0	0	2704	2074	1248	308	312	260	8698
ENSG00000248813.1	0	0	0	0	0	0	0	0	0	624	0	0	0	0
ENSG00000248816.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248817.1	206	156	52	416	0	208	104	0	416	572	987	312	258	672
ENSG00000248820.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248821.1	388	944	499	564	163	285	0	2371	713	1413	2035	94	577	749
ENSG00000248822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248824.2	0	0	0	0	0	0	0	0	0	0	0	0	52	0
ENSG00000248826.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248827.1	1244	1402	414	726	1505	1642	416	256	780	1244	1762	2441	2449	364
ENSG00000248828.1	2437	242	364	0	907	1588	584	208	52	1751	3192	495	0	0
ENSG00000248830.1	349	260	104	3256	630	468	156	0	0	4115	1417	1659	120	1404
ENSG00000248831.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248834.2	0	0	0	0	114	0	0	0	0	0	0	0	0	0
ENSG00000248837.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248838.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248839.1	825	354	813	143	425	142	393	0	90	418	321	396	134	195
ENSG00000248840.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248843.1	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ENSG00000248844.6	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ENSG00000248846.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248847.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248848.1	52	29	428	104	0	0	0	0	0	0	0	0	0	0
ENSG00000248850.1	0	50	0	0	0	66	0	0	0	0	0	0	0	0
ENSG00000248851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248853.1	0	0	0	0	0	52	0	0	0	0	0	0	0	0
ENSG00000248854.1	2211	3375	2503	2971	2958	2852	1880	2025	4750	3458	6601	3776	1910	4572
ENSG00000248858.7	416	0	20	104	208	312	0	0	22	364	52	468	156	1404
ENSG00000248859.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248861.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248863.2	0	0	0	0	0	0	0	0	0	0	0	0	104	0
ENSG00000248864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248866.1	1036	650	383	5684	1246	364	2357	312	946	1528	1394	1815	260	1092
ENSG00000248867.1	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248869.5	0	0	0	0	259	0	0	0	0	0	0	0	0	0
ENSG00000248870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248871.1	91704	114093	123203	92038	56046	256635	30696	135654	251768	84063	43852	135365	140332	551685
ENSG00000248872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248873.1	16379	10591	7202	14532	8315	17737	11001	4877	10161	17360	34052	24969	7497	15638
ENSG00000248874.5	0	0	0	0	0	208	40	0	1300	9565	0	0	0	0
ENSG00000248876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248877.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248878.1	831	353	410	52	654	358	627	0	661	0	396	148	606	0
ENSG00000248880.1	156	260	0	956	520	156	0	52	0	988	1089	826	312	104
ENSG00000248881.1	5468	4666	4417	4788	3289	5026	849	2269	8039	1746	5854	2584	5239	11347
ENSG00000248883.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248884.1	80	0	0	1730	0	0	0	0	0	208	0	0	0	0
ENSG00000248885.1	0	260	192	0	676	104	154	0	208	0	520	0	0	0
ENSG00000248886.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248890.1	2790	572	520	673	2496	923	312	0	104	814	986	1035	0	823
ENSG00000248891.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248893.3	0	156	0	52	52	0	0	1300	0	572	817	1099	104	312
ENSG00000248895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248896.2	208	103	0	260	197	204	0	0	0	403	398	636	51	416
ENSG00000248898.1	104	103	0	0	208	52	0	0	52	0	0	0	0	0
ENSG00000248901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248905.8	23378	4003	16469	988	2646	43583	0	12405	33162	3779	1339	26267	22464	37162
ENSG00000248907.1	63	172	217	125	376	183	63	592	277	598	202	265	203	132
ENSG00000248908.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248909.1	141	52	51	0	81	104	0	52	0	104	156	156	0	146
ENSG00000248911.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248915.2	0	0	0	0	0	0	0	0	0	0	0	20	0	0
ENSG00000248916.1	88	104	0	52	320	39	0	0	0	0	38	52	0	554
ENSG00000248918.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248919.7	88357	60553	61693	83210	51663	66274	49949	73734	61009	96320	139611	148388	40373	138044
ENSG00000248920.2	0	0	0	0	0	0	0	0	0	104	0	0	0	0
ENSG00000248921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248923.1	133808	187119	645705	270522	197027	131912	490127	413649	130860	598243	285010	215481	171267	208054
ENSG00000248924.2	0	364	0	312	259	52	1443	52	236	620	260	728	465	1140
ENSG00000248925.1	0	104	0	1376	287	156	160	2444	0	52	241	124	0	0
ENSG00000248926.1	0	52	52	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248927.1	0	0	0	52	0	0	0	0	0	416	0	0	0	0
ENSG00000248928.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248929.1	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ENSG00000248930.1	1455	1432	885	310	1248	3065	566	0	2788	572	520	1863	3320	230
ENSG00000248931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248932.5	850	859	1516	3251	1147	1172	2555	624	335	1525	523	52	1243	1520
ENSG00000248933.2	0	0	0	52	0	0	0	0	52	51	0	0	0	0
ENSG00000248935.1	1	52	0	52	20	0	0	0	0	0	260	0	0	0
ENSG00000248936.1	769	676	982	104	1192	579	0	2343	520	525	778	364	748	660
ENSG00000248939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248942.1	0	5	122	0	0	0	0	0	0	0	0	0	86	118
ENSG00000248943.1	0	0	208	0	0	0	260	364	215	676	485	26	100	0
ENSG00000248944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248946.2	0	0	0	0	0	0	0	0	0	0	40	0	0	0
ENSG00000248949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248950.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248951.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248954.1	40	0	0	0	24	0	0	0	0	52	0	728	20	0
ENSG00000248955.1	292	292	111	111	5	276	536	289	512	693	240	234	221	333
ENSG00000248956.1	52	0	0	0	29	0	0	0	0	50	62	296	0	52
ENSG00000248958.2	0	0	0	0	170	0	0	301	0	0	0	0	0	0
ENSG00000248962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248964.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248966.1	16516	17634	12325	8330	21743	14858	9865	3676	13205	18367	11631	15288	13847	5595
ENSG00000248967.1	180	0	414	0	312	0	0	0	0	0	0	223	160	0
ENSG00000248968.1	74	75	191	140	100	87	182	156	404	328	299	258	120	434
ENSG00000248969.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248971.2	3566	2148	5122	2379	1980	1649	2056	4262	2414	520	468	2269	1351	1639
ENSG00000248973.1	0	0	0	0	52	0	48	0	0	0	0	0	0	0
ENSG00000248975.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248977.1	66	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248978.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248979.2	52	0	0	86	0	0	0	0	0	0	87	0	0	0
ENSG00000248980.1	17737	8294	9309	3445	9103	13143	10783	4527	21291	10665	2663	6104	6754	7459
ENSG00000248984.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248986.1	52	0	32	0	0	52	0	0	0	27	27	0	0	0
ENSG00000248987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248988.1	5621	3357	2444	5444	2298	5208	727	1560	18650	8470	5930	4151	2436	10647
ENSG00000248990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248991.1	130	0	0	0	0	0	0	0	0	364	44	104	0	1267
ENSG00000248993.1	140032	80462	113736	42251	21887	97418	13356	27523	118143	85074	11258	49836	78892	247612
ENSG00000248994.1	0	0	0	288	0	0	0	0	0	0	0	0	0	0
ENSG00000248995.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248996.1	12126	18957	14108	7569	8993	19702	3611	7242	41962	7858	3214	7703	30053	12049
ENSG00000248998.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249001.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249002.2	0	0	0	0	0	0	0	0	0	0	100	0	0	0
ENSG00000249003.1	0	0	0	0	0	0	0	208	0	14	0	0	0	0
ENSG00000249004.1	208	156	51	1224	260	104	312	719	0	208	1716	718	50	1144
ENSG00000249005.3	0	0	52	84	0	0	0	0	0	0	0	52	0	0
ENSG00000249006.1	364	260	1237	364	1196	673	1350	0	363	208	936	0	208	156
ENSG00000249007.1	5538	813	3390	312	827	1263	468	1560	728	0	30478	950	5904	572
ENSG00000249008.1	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000249012.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249013.1	0	29	522	23	189	0	98	143	87	0	62	0	345	52
ENSG00000249014.2	8868	11038	7900	13237	19393	19178	3568	12053	8628	15776	20583	22151	8332	33466
ENSG00000249016.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249017.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249018.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249019.2	0	45	0	0	52	52	0	0	166	319	37	56	0	0
ENSG00000249020.1	0	0	312	0	0	0	0	0	0	0	0	0	104	0
ENSG00000249021.1	0	0	0	0	416	0	245	0	0	0	0	0	0	0
ENSG00000249022.1	0	0	0	0	0	0	0	0	0	0	0	258	0	0
ENSG00000249023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249025.1	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ENSG00000249026.2	1196	380	727	208	1019	520	51	1196	52	344	884	1347	134	739
ENSG00000249028.2	0	0	0	0	104	0	0	0	0	0	0	0	156	0
ENSG00000249031.1	4413	4675	3412	7175	6752	6192	1917	1066	7144	8776	7609	6267	2617	8684
ENSG00000249035.6	194	922	104	4123	3179	1634	156	0	2190	3574	277	1352	1209	3490
ENSG00000249036.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249038.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249042.5	210	619	913	3921	520	324	416	4175	200	1300	1494	2891	513	6738
ENSG00000249045.1	0	0	0	0	0	0	0	0	0	49	0	0	0	0
ENSG00000249047.2	164	293	260	0	673	364	0	0	0	235	572	264	218	236
ENSG00000249048.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249049.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249051.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249052.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249054.2	0	52	0	0	52	0	0	520	0	364	531	208	98	104
ENSG00000249055.1	3493	1226	2160	104	850	1282	1390	1350	416	620	892	61	446	327
ENSG00000249056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249064.1	0	92	104	206	156	0	52	0	0	260	0	208	0	52
ENSG00000249065.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249068.1	186	0	0	45	30	0	0	0	0	416	312	32	104	0
ENSG00000249069.7	94	0	0	0	0	50	0	955	0	0	208	216	0	0
ENSG00000249071.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249072.1	564	550	1533	1069	985	265	1317	987	1101	50607	309	626	632	511
ENSG00000249073.1	0	0	0	0	0	0	0	0	0	104	0	0	0	0
ENSG00000249074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249077.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249082.2	0	0	0	0	0	28	0	0	0	0	0	0	0	0
ENSG00000249084.1	0	0	0	35	0	52	0	52	0	52	212	0	0	0
ENSG00000249085.1	104	0	0	0	0	0	0	0	0	52	0	0	52	0
ENSG00000249086.1	0	293	624	212	2	130	0	0	0	106	156	0	52	0
ENSG00000249087.6	2128	2137	1137	8254	1477	2356	2845	0	2027	4672	6328	2987	712	2386
ENSG00000249089.1	0	0	0	0	208	0	0	0	0	0	0	0	0	0
ENSG00000249091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249092.1	103	52	0	155	79	52	93	52	0	75	83	111	0	222
ENSG00000249094.2	193	0	0	0	0	0	0	0	0	0	132	0	0	0
ENSG00000249096.6	236	572	1731	251	416	156	1300	1555	364	312	520	642	302	1196
ENSG00000249098.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249101.1	104	202	0	156	154	294	0	235	104	349	333	139	255	572
ENSG00000249102.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249104.2	0	0	0	0	0	0	0	0	0	52	0	0	0	0
ENSG00000249105.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249109.1	812	479	1327	178	78	597	181	786	1003	325	192	272	742	1471
ENSG00000249111.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249112.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249115.8	31581	29284	22102	48523	40128	36913	25813	39151	13140	81744	78693	67645	18759	89079
ENSG00000249116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249119.1	160101	195052	767417	318168	190587	144352	434580	479084	129159	632514	257574	216962	159029	253392
ENSG00000249122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249125.1	0	0	0	0	104	0	0	1352	15	0	0	52	0	0
ENSG00000249127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249129.1	3543	2870	1633	3292	2996	2842	2070	5869	2633	4626	9133	5716	1248	2393
ENSG00000249131.1	0	0	0	59	0	0	0	0	0	0	0	0	0	0
ENSG00000249135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249138.1	1558	36756	55756	520	87427	5161	1975	30200	6503	0	260	1252	5231	1014
ENSG00000249139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249140.1	0	364	0	260	104	0	0	0	208	0	284	31	0	0
ENSG00000249141.1	54312	62645	116084	50449	64980	104642	22879	39026	175169	43256	30483	51549	147938	171884
ENSG00000249142.1	7524	5809	5651	3713	7195	9154	6084	4575	7317	10621	7110	8705	5467	5441
ENSG00000249145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249148.2	1132	569	1458	917	642	1138	578	480	551	1102	976	566	755	679
ENSG00000249149.2	6043	6945	4759	9414	10670	13913	2756	8517	5712	10933	12949	13383	7270	21009
ENSG00000249150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249152.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249158.6	52	520	0	0	208	0	0	0	0	0	0	0	0	0
ENSG00000249159.6	0	0	0	2056	0	0	0	0	0	520	0	0	0	364
ENSG00000249160.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
